Name,Boarding Station,Drop Station
Riley Taylor,Miami,Tampa
Morgan Wright,Tallahassee,Gainesville
Jordan Walker,Miami,Orlando
Riley Brown,Jacksonville,Orlando
Jordan Taylor,Fort Lauderdale,Jacksonville
Jamie Taylor,Jacksonville,Tampa
Taylor Taylor,Fort Lauderdale,Miami
Alex Allen,Orlando,Miami
Alex Walker,Fort Lauderdale,Tallahassee
Drew Allen,Miami,Tampa
Drew Allen,Orlando,Tampa
Jordan Allen,Fort Lauderdale,Orlando
Drew Smith,Fort Lauderdale,Jacksonville
Taylor Hall,Miami,Tampa
Alex Lee,Tampa,Gainesville
Taylor Brown,Tampa,Tallahassee
Drew Brown,Tampa,Fort Lauderdale
Morgan Walker,Tampa,Tallahassee
Jamie Wright,Miami,Orlando
Chris Taylor,Tampa,Jacksonville
Jamie Wright,Orlando,Gainesville
Morgan Wright,Miami,Gainesville
Drew King,Gainesville,Orlando
Casey Lee,Miami,Gainesville
Sam Lee,Tallahassee,Gainesville
Alex Wright,Fort Lauderdale,Orlando
Drew Lee,Orlando,Tallahassee
Alex Brown,Tallahassee,Tampa
Morgan Lee,Miami,Fort Lauderdale
Alex Wright,Tallahassee,Miami
Alex Taylor,Gainesville,Fort Lauderdale
Chris Walker,Miami,Gainesville
Taylor Smith,Fort Lauderdale,Orlando
Casey Lee,Gainesville,Jacksonville
Alex Walker,Tallahassee,Tampa
Jordan Taylor,Jacksonville,Tampa
Casey Smith,Jacksonville,Fort Lauderdale
Morgan Johnson,Miami,Orlando
Alex Walker,Gainesville,Fort Lauderdale
Riley Brown,Tampa,Fort Lauderdale
Drew Lee,Gainesville,Fort Lauderdale
Jordan Allen,Tampa,Miami
Jordan Lee,Jacksonville,Gainesville
Drew Lee,Tampa,Gainesville
Casey Lee,Miami,Jacksonville
Drew Lee,Miami,Gainesville
Drew Smith,Miami,Tampa
Sam Hall,Tallahassee,Orlando
Jamie Allen,Tampa,Fort Lauderdale
Casey Hall,Fort Lauderdale,Miami
Drew Walker,Jacksonville,Gainesville
Drew Lee,Tallahassee,Orlando
Morgan Smith,Orlando,Fort Lauderdale
Jamie Hall,Tallahassee,Tampa
Alex Hall,Tampa,Orlando
Jamie Brown,Tampa,Jacksonville
Jamie Walker,Tallahassee,Miami
Sam Brown,Tampa,Fort Lauderdale
Alex King,Tallahassee,Jacksonville
Taylor Hall,Tallahassee,Miami
Taylor Taylor,Miami,Tallahassee
Riley King,Miami,Jacksonville
Riley Brown,Jacksonville,Fort Lauderdale
Taylor King,Gainesville,Tallahassee
Casey Wright,Tallahassee,Gainesville
Jamie Taylor,Gainesville,Tallahassee
Morgan Walker,Fort Lauderdale,Orlando
Drew Lee,Jacksonville,Gainesville
Taylor Brown,Tallahassee,Gainesville
Jamie Allen,Orlando,Tallahassee
Jamie Lee,Gainesville,Miami
Jamie Johnson,Fort Lauderdale,Tampa
Riley Brown,Miami,Jacksonville
Jordan Hall,Tallahassee,Gainesville
Sam Taylor,Tallahassee,Tampa
Sam Lee,Miami,Jacksonville
Jamie Brown,Fort Lauderdale,Orlando
Alex Johnson,Gainesville,Fort Lauderdale
Alex Brown,Tampa,Tallahassee
Taylor Walker,Gainesville,Miami
Chris King,Tampa,Gainesville
Taylor King,Tallahassee,Miami
Jordan Lee,Jacksonville,Gainesville
Jordan Lee,Fort Lauderdale,Tampa
Riley Wright,Orlando,Tallahassee
Riley Hall,Jacksonville,Miami
Riley Wright,Tallahassee,Miami
Drew Brown,Orlando,Fort Lauderdale
Chris Allen,Fort Lauderdale,Miami
Alex Wright,Gainesville,Jacksonville
Jordan Walker,Gainesville,Miami
Alex Allen,Orlando,Gainesville
Jamie Walker,Gainesville,Fort Lauderdale
Chris King,Tallahassee,Jacksonville
Drew Allen,Tampa,Miami
Taylor Allen,Tallahassee,Miami
Riley Brown,Tampa,Tallahassee
Drew Brown,Jacksonville,Orlando
Chris Wright,Tallahassee,Fort Lauderdale
Chris Wright,Fort Lauderdale,Tampa
Chris Walker,Miami,Tallahassee
Drew Smith,Jacksonville,Tallahassee
Drew Wright,Tampa,Miami
Jordan Wright,Jacksonville,Miami
Jordan Smith,Tampa,Fort Lauderdale
Casey King,Gainesville,Miami
Jamie Wright,Miami,Gainesville
Casey Smith,Jacksonville,Fort Lauderdale
Taylor Walker,Orlando,Jacksonville
Drew Smith,Tampa,Gainesville
Drew Johnson,Fort Lauderdale,Tallahassee
Jordan King,Jacksonville,Orlando
Drew Walker,Tallahassee,Gainesville
Jordan Brown,Tallahassee,Fort Lauderdale
Alex Hall,Tampa,Fort Lauderdale
Riley Taylor,Orlando,Jacksonville
Morgan Wright,Orlando,Tallahassee
Chris Lee,Tallahassee,Fort Lauderdale
Casey Allen,Jacksonville,Orlando
Jamie Allen,Tallahassee,Tampa
Chris Wright,Jacksonville,Fort Lauderdale
Jamie Allen,Miami,Gainesville
Chris Allen,Jacksonville,Tampa
Morgan Lee,Jacksonville,Orlando
Jordan Walker,Gainesville,Orlando
Jamie King,Miami,Tallahassee
Casey King,Orlando,Gainesville
Jordan Hall,Gainesville,Jacksonville
Drew Hall,Tampa,Jacksonville
Alex Brown,Orlando,Miami
Drew Taylor,Jacksonville,Tallahassee
Casey Taylor,Fort Lauderdale,Tampa
Casey Walker,Orlando,Tampa
Alex Wright,Jacksonville,Tampa
Alex Allen,Orlando,Fort Lauderdale
Taylor King,Jacksonville,Tampa
Drew Wright,Fort Lauderdale,Jacksonville
Taylor Wright,Miami,Tallahassee
Morgan Wright,Miami,Jacksonville
Morgan Wright,Gainesville,Orlando
Sam King,Tampa,Miami
Jordan Smith,Miami,Gainesville
Chris Walker,Fort Lauderdale,Tallahassee
Drew Hall,Tampa,Jacksonville
Chris Brown,Tampa,Gainesville
Sam Taylor,Gainesville,Miami
Drew Smith,Tampa,Orlando
Morgan King,Miami,Jacksonville
Morgan Hall,Fort Lauderdale,Tallahassee
Riley King,Miami,Fort Lauderdale
Chris Lee,Miami,Gainesville
Morgan Walker,Jacksonville,Orlando
Taylor Brown,Orlando,Gainesville
Casey Allen,Gainesville,Tampa
Jamie Taylor,Jacksonville,Tallahassee
Jamie Smith,Fort Lauderdale,Tampa
Morgan Smith,Orlando,Fort Lauderdale
Sam Taylor,Gainesville,Tallahassee
Jordan King,Miami,Fort Lauderdale
Jordan Johnson,Tallahassee,Miami
Riley Lee,Tampa,Tallahassee
Morgan King,Tallahassee,Tampa
Alex Walker,Tampa,Gainesville
Jordan Walker,Tallahassee,Jacksonville
Jamie Hall,Miami,Gainesville
Sam Lee,Orlando,Jacksonville
Sam Hall,Jacksonville,Orlando
Sam Taylor,Gainesville,Fort Lauderdale
Drew King,Tampa,Jacksonville
Morgan Wright,Orlando,Tallahassee
Taylor Wright,Fort Lauderdale,Miami
Morgan Hall,Miami,Jacksonville
Jordan Lee,Miami,Jacksonville
Taylor Taylor,Tallahassee,Jacksonville
Casey Brown,Fort Lauderdale,Jacksonville
Sam Walker,Tampa,Orlando
Riley King,Tampa,Tallahassee
Casey Wright,Jacksonville,Tampa
Morgan Brown,Jacksonville,Miami
Jordan Walker,Miami,Tallahassee
Jamie Smith,Tallahassee,Gainesville
Morgan Smith,Tampa,Fort Lauderdale
Drew Smith,Gainesville,Orlando
Jordan Smith,Orlando,Tampa
Drew Hall,Fort Lauderdale,Tallahassee
Morgan Taylor,Tampa,Jacksonville
Riley Johnson,Orlando,Miami
Alex Johnson,Tallahassee,Jacksonville
Morgan Smith,Miami,Jacksonville
Chris King,Tallahassee,Gainesville
Taylor Walker,Tampa,Jacksonville
Alex Johnson,Jacksonville,Miami
Drew Smith,Fort Lauderdale,Miami
Riley Wright,Tampa,Orlando
Taylor Johnson,Miami,Tampa
Drew Hall,Miami,Fort Lauderdale
Jordan Taylor,Fort Lauderdale,Tampa
Chris Allen,Fort Lauderdale,Miami
Taylor Wright,Orlando,Tampa
Morgan Brown,Fort Lauderdale,Tampa
Taylor Smith,Gainesville,Fort Lauderdale
Morgan King,Jacksonville,Miami
Riley Wright,Tampa,Tallahassee
Morgan Brown,Tallahassee,Jacksonville
Sam Taylor,Tallahassee,Orlando
Alex Allen,Orlando,Fort Lauderdale
Alex Smith,Fort Lauderdale,Orlando
Jordan Allen,Orlando,Tallahassee
Taylor Johnson,Jacksonville,Orlando
Morgan Hall,Jacksonville,Gainesville
Sam Lee,Jacksonville,Orlando
Drew Lee,Orlando,Jacksonville
Morgan King,Jacksonville,Tallahassee
Taylor Smith,Jacksonville,Tallahassee
Casey Johnson,Fort Lauderdale,Miami
Chris Lee,Tallahassee,Jacksonville
Drew Wright,Tallahassee,Jacksonville
Taylor Taylor,Orlando,Tampa
Jamie Walker,Jacksonville,Gainesville
Morgan Allen,Jacksonville,Fort Lauderdale
Riley Allen,Tallahassee,Miami
Alex Smith,Tampa,Fort Lauderdale
Casey Lee,Orlando,Gainesville
Jamie Wright,Orlando,Tallahassee
Chris Hall,Tallahassee,Jacksonville
Jamie Allen,Tampa,Jacksonville
Jordan Taylor,Fort Lauderdale,Tampa
Jordan Lee,Miami,Gainesville
Morgan Allen,Miami,Orlando
Jamie Taylor,Orlando,Miami
Alex Johnson,Tampa,Jacksonville
Casey Smith,Fort Lauderdale,Tampa
Morgan King,Jacksonville,Orlando
Chris Walker,Tampa,Miami
Chris Johnson,Gainesville,Tampa
Taylor Hall,Gainesville,Tampa
Sam Smith,Miami,Jacksonville
Jordan Allen,Miami,Tallahassee
Taylor Brown,Gainesville,Jacksonville
Casey Lee,Tallahassee,Fort Lauderdale
Casey Wright,Tampa,Gainesville
Jordan Taylor,Gainesville,Tallahassee
Sam Lee,Tallahassee,Gainesville
Taylor Allen,Miami,Gainesville
Riley Lee,Tampa,Orlando
Morgan King,Fort Lauderdale,Gainesville
Sam Walker,Miami,Tampa
Drew King,Orlando,Miami
Casey Walker,Orlando,Fort Lauderdale
Taylor Taylor,Gainesville,Orlando
Taylor Allen,Miami,Jacksonville
Drew King,Gainesville,Tampa
Morgan Smith,Tallahassee,Jacksonville
Taylor Lee,Miami,Gainesville
Sam Lee,Jacksonville,Tampa
Chris Smith,Fort Lauderdale,Gainesville
Alex Allen,Gainesville,Jacksonville
Morgan Lee,Tallahassee,Orlando
Casey Hall,Fort Lauderdale,Gainesville
Jordan King,Miami,Jacksonville
Morgan Lee,Tallahassee,Jacksonville
Taylor Wright,Tallahassee,Fort Lauderdale
Alex Brown,Jacksonville,Miami
Alex Walker,Jacksonville,Tampa
Taylor Wright,Fort Lauderdale,Miami
Sam Wright,Miami,Jacksonville
Jamie Walker,Miami,Jacksonville
Riley King,Miami,Fort Lauderdale
Chris Allen,Tampa,Miami
Casey Allen,Tallahassee,Tampa
Morgan Brown,Miami,Tampa
Riley Hall,Miami,Jacksonville
Drew Allen,Orlando,Fort Lauderdale
Riley Wright,Tampa,Orlando
Chris Allen,Tallahassee,Tampa
Casey Taylor,Fort Lauderdale,Gainesville
Casey Wright,Tampa,Jacksonville
Taylor Smith,Fort Lauderdale,Gainesville
Morgan Allen,Fort Lauderdale,Jacksonville
Morgan King,Orlando,Miami
Taylor Lee,Miami,Tallahassee
Alex Hall,Tallahassee,Jacksonville
Chris Johnson,Miami,Tampa
Sam Lee,Orlando,Jacksonville
Jordan Taylor,Fort Lauderdale,Miami
Taylor Brown,Fort Lauderdale,Jacksonville
Riley Hall,Tampa,Orlando
Sam Lee,Gainesville,Jacksonville
Riley Smith,Fort Lauderdale,Gainesville
Casey Allen,Orlando,Tallahassee
Alex King,Gainesville,Tallahassee
Taylor Johnson,Tallahassee,Gainesville
Drew Walker,Jacksonville,Tampa
Casey Johnson,Tampa,Gainesville
Morgan Wright,Fort Lauderdale,Gainesville
Alex Allen,Gainesville,Jacksonville
Casey Wright,Tampa,Miami
Sam Johnson,Tampa,Fort Lauderdale
Sam Hall,Fort Lauderdale,Tampa
Sam Taylor,Fort Lauderdale,Gainesville
Chris King,Orlando,Tampa
Taylor Johnson,Orlando,Miami
Taylor Wright,Jacksonville,Gainesville
Sam Hall,Gainesville,Orlando
Jamie Johnson,Fort Lauderdale,Gainesville
Drew King,Fort Lauderdale,Gainesville
Taylor King,Orlando,Tallahassee
Riley Taylor,Fort Lauderdale,Orlando
Drew Lee,Jacksonville,Miami
Casey Wright,Orlando,Tampa
Sam Smith,Fort Lauderdale,Tampa
Riley Brown,Jacksonville,Tallahassee
Taylor Hall,Tallahassee,Miami
Jordan King,Gainesville,Tallahassee
Riley Lee,Miami,Tampa
Alex Johnson,Fort Lauderdale,Tallahassee
Jordan Wright,Jacksonville,Miami
Jordan Wright,Orlando,Jacksonville
Chris Hall,Tallahassee,Jacksonville
Sam Hall,Jacksonville,Orlando
Drew Johnson,Tampa,Orlando
Jordan Smith,Gainesville,Tallahassee
Morgan Johnson,Fort Lauderdale,Gainesville
Jordan Hall,Jacksonville,Orlando
Riley Taylor,Jacksonville,Gainesville
Taylor Wright,Gainesville,Orlando
Jamie King,Jacksonville,Orlando
Alex Johnson,Fort Lauderdale,Gainesville
Drew Johnson,Gainesville,Tampa
Alex Walker,Orlando,Miami
Casey Smith,Fort Lauderdale,Tampa
Chris Walker,Gainesville,Tampa
Chris Lee,Gainesville,Tampa
Jamie Wright,Fort Lauderdale,Jacksonville
Morgan Walker,Orlando,Miami
Sam Hall,Miami,Tampa
Jordan Taylor,Orlando,Fort Lauderdale
Taylor Brown,Gainesville,Jacksonville
Morgan Taylor,Orlando,Fort Lauderdale
Chris Wright,Tampa,Tallahassee
Sam Smith,Tallahassee,Jacksonville
Jamie King,Gainesville,Orlando
Morgan Smith,Jacksonville,Tampa
Taylor Hall,Fort Lauderdale,Orlando
Taylor Hall,Miami,Gainesville
Drew Johnson,Tallahassee,Orlando
Sam Wright,Fort Lauderdale,Tampa
Casey Lee,Tampa,Orlando
Taylor Allen,Tallahassee,Tampa
Casey Hall,Miami,Orlando
Jamie Hall,Miami,Tallahassee
Morgan Hall,Miami,Tallahassee
Casey Hall,Tampa,Jacksonville
Taylor Taylor,Tallahassee,Gainesville
Drew Wright,Gainesville,Jacksonville
Jamie King,Miami,Tampa
Casey King,Gainesville,Jacksonville
Jamie Hall,Jacksonville,Orlando
Jamie King,Miami,Tallahassee
Jamie Johnson,Fort Lauderdale,Tallahassee
Alex Smith,Fort Lauderdale,Gainesville
Drew Brown,Miami,Orlando
Jamie King,Fort Lauderdale,Tampa
Riley Johnson,Orlando,Tallahassee
Morgan Walker,Miami,Gainesville
Casey King,Fort Lauderdale,Jacksonville
Alex Lee,Jacksonville,Fort Lauderdale
Riley King,Fort Lauderdale,Orlando
Jordan Johnson,Fort Lauderdale,Jacksonville
Casey Brown,Orlando,Tallahassee
Riley Brown,Gainesville,Miami
Jamie Walker,Miami,Orlando
Jamie Taylor,Orlando,Miami
Taylor Johnson,Jacksonville,Fort Lauderdale
Taylor Smith,Tampa,Miami
Jordan Brown,Tallahassee,Jacksonville
Morgan Taylor,Tampa,Tallahassee
Jordan Johnson,Tallahassee,Fort Lauderdale
Taylor Brown,Gainesville,Fort Lauderdale
Drew King,Tampa,Fort Lauderdale
Chris Smith,Miami,Fort Lauderdale
Morgan Smith,Gainesville,Orlando
Morgan Allen,Gainesville,Miami
Taylor Johnson,Orlando,Gainesville
Jordan Wright,Fort Lauderdale,Orlando
Jordan Hall,Tampa,Fort Lauderdale
Chris Hall,Jacksonville,Miami
Alex Taylor,Gainesville,Miami
Casey Hall,Gainesville,Tallahassee
Jordan Taylor,Orlando,Fort Lauderdale
Sam Wright,Gainesville,Jacksonville
Sam Taylor,Jacksonville,Fort Lauderdale
Riley Walker,Jacksonville,Gainesville
Drew Walker,Gainesville,Tallahassee
Morgan Brown,Tallahassee,Orlando
Casey Walker,Tampa,Jacksonville
Jamie Wright,Orlando,Tallahassee
Jordan Hall,Orlando,Gainesville
Jordan Brown,Tallahassee,Jacksonville
Drew Lee,Orlando,Tallahassee
Morgan Brown,Fort Lauderdale,Tampa
Jordan Wright,Tampa,Gainesville
Taylor Allen,Orlando,Tampa
Jamie Lee,Miami,Orlando
Chris Allen,Orlando,Miami
Riley Allen,Jacksonville,Miami
Drew Johnson,Miami,Fort Lauderdale
Chris Walker,Gainesville,Miami
Sam Hall,Orlando,Tallahassee
Drew Smith,Orlando,Tallahassee
Drew Walker,Tampa,Jacksonville
Jamie Walker,Miami,Tallahassee
Casey Wright,Tallahassee,Fort Lauderdale
Taylor King,Gainesville,Tampa
Casey Taylor,Miami,Fort Lauderdale
Alex Brown,Orlando,Jacksonville
Sam Wright,Gainesville,Tallahassee
Taylor King,Orlando,Miami
Chris Wright,Fort Lauderdale,Jacksonville
Chris Smith,Miami,Fort Lauderdale
Morgan Smith,Fort Lauderdale,Orlando
Casey Allen,Jacksonville,Tallahassee
Riley Johnson,Gainesville,Orlando
Sam Walker,Miami,Jacksonville
Jamie Taylor,Jacksonville,Tallahassee
Chris Johnson,Jacksonville,Gainesville
Sam Walker,Tampa,Fort Lauderdale
Jamie Taylor,Gainesville,Tallahassee
Riley Allen,Tampa,Tallahassee
Casey Smith,Jacksonville,Tallahassee
Jordan Lee,Jacksonville,Tampa
Taylor King,Tallahassee,Gainesville
Chris Wright,Fort Lauderdale,Tampa
Jamie Johnson,Gainesville,Fort Lauderdale
Taylor Taylor,Fort Lauderdale,Jacksonville
Sam King,Jacksonville,Tampa
Jamie Johnson,Jacksonville,Tallahassee
Taylor Lee,Jacksonville,Gainesville
Riley Brown,Gainesville,Fort Lauderdale
Casey Walker,Fort Lauderdale,Tallahassee
Chris Taylor,Tampa,Orlando
Taylor Hall,Jacksonville,Fort Lauderdale
Alex Johnson,Tallahassee,Miami
Drew Allen,Fort Lauderdale,Gainesville
Sam Brown,Miami,Tallahassee
Sam King,Tampa,Orlando
Sam Hall,Fort Lauderdale,Tallahassee
Sam Smith,Orlando,Fort Lauderdale
Drew Wright,Tallahassee,Orlando
Taylor Wright,Miami,Fort Lauderdale
Morgan Johnson,Tallahassee,Orlando
Casey Brown,Gainesville,Orlando
Sam Walker,Miami,Gainesville
Drew Hall,Tampa,Tallahassee
Riley Allen,Miami,Orlando
Riley Hall,Tampa,Fort Lauderdale
Sam Lee,Fort Lauderdale,Jacksonville
Jamie Smith,Gainesville,Tampa
Drew Walker,Jacksonville,Fort Lauderdale
Chris King,Gainesville,Miami
Morgan Johnson,Tampa,Miami
Morgan Johnson,Fort Lauderdale,Orlando
Morgan Allen,Orlando,Gainesville
Taylor Smith,Jacksonville,Fort Lauderdale
Sam Johnson,Jacksonville,Tampa
Taylor King,Gainesville,Jacksonville
Chris Hall,Fort Lauderdale,Gainesville
Jordan Allen,Tallahassee,Miami
Morgan Lee,Fort Lauderdale,Tallahassee
Riley Taylor,Fort Lauderdale,Gainesville
Casey King,Gainesville,Orlando
Taylor Brown,Fort Lauderdale,Jacksonville
Drew Hall,Miami,Tallahassee
Jamie Wright,Jacksonville,Fort Lauderdale
Taylor King,Jacksonville,Gainesville
Taylor Smith,Orlando,Tampa
Sam Taylor,Tallahassee,Fort Lauderdale
Morgan Smith,Tallahassee,Fort Lauderdale
Jordan Lee,Tampa,Jacksonville
Taylor Walker,Tallahassee,Gainesville
Sam Allen,Gainesville,Jacksonville
Chris Hall,Gainesville,Miami
Taylor Hall,Orlando,Tampa
Morgan Lee,Orlando,Tampa
Casey Wright,Miami,Gainesville
Chris Wright,Tampa,Miami
Jordan Wright,Jacksonville,Tampa
Casey Lee,Gainesville,Orlando
Alex Allen,Orlando,Jacksonville
Alex Brown,Tallahassee,Fort Lauderdale
Morgan Taylor,Jacksonville,Tallahassee
Jamie Wright,Fort Lauderdale,Gainesville
Jamie Taylor,Tallahassee,Miami
Jamie Lee,Tampa,Miami
Chris Walker,Fort Lauderdale,Orlando
Sam Smith,Tampa,Miami
Taylor Brown,Miami,Fort Lauderdale
Drew Lee,Jacksonville,Tallahassee
Drew Wright,Gainesville,Fort Lauderdale
Drew Brown,Tampa,Tallahassee
Chris Allen,Jacksonville,Tallahassee
Chris Johnson,Jacksonville,Orlando
Alex King,Tampa,Miami
Alex King,Fort Lauderdale,Gainesville
Taylor Brown,Fort Lauderdale,Tallahassee
Riley Brown,Fort Lauderdale,Jacksonville
Casey Taylor,Miami,Tallahassee
Drew Taylor,Tallahassee,Tampa
Casey Walker,Miami,Tampa
Chris Smith,Jacksonville,Tampa
Casey Allen,Tallahassee,Jacksonville
Riley Hall,Orlando,Jacksonville
Taylor Taylor,Miami,Orlando
Jamie Walker,Tampa,Jacksonville
Casey Walker,Tampa,Miami
Jamie King,Jacksonville,Orlando
Drew Lee,Jacksonville,Tampa
Riley Brown,Gainesville,Jacksonville
Drew Hall,Miami,Tampa
Taylor Smith,Tallahassee,Tampa
Drew Johnson,Jacksonville,Fort Lauderdale
Jordan Walker,Miami,Gainesville
Jordan Walker,Orlando,Gainesville
Sam Brown,Fort Lauderdale,Jacksonville
Sam Hall,Tampa,Orlando
Jordan Lee,Orlando,Tampa
Jamie Hall,Fort Lauderdale,Jacksonville
Chris Hall,Miami,Orlando
Morgan Walker,Tallahassee,Miami
Casey King,Tampa,Tallahassee
Alex Taylor,Tallahassee,Gainesville
Morgan Hall,Orlando,Gainesville
Casey Lee,Tallahassee,Fort Lauderdale
Jamie Brown,Tallahassee,Miami
Jordan Wright,Orlando,Jacksonville
Jordan Smith,Jacksonville,Orlando
Casey Smith,Orlando,Gainesville
Drew Allen,Tampa,Gainesville
Chris Brown,Tallahassee,Jacksonville
Alex Allen,Gainesville,Jacksonville
Jordan Walker,Orlando,Jacksonville
Morgan Allen,Gainesville,Fort Lauderdale
Casey Johnson,Jacksonville,Gainesville
Jordan Allen,Miami,Gainesville
Drew Brown,Miami,Gainesville
Jamie Smith,Tallahassee,Jacksonville
Sam Hall,Miami,Jacksonville
Jordan Lee,Gainesville,Tampa
Jamie Walker,Gainesville,Tallahassee
Morgan Johnson,Tallahassee,Gainesville
Riley Johnson,Tallahassee,Fort Lauderdale
Taylor Hall,Gainesville,Miami
Alex Allen,Orlando,Fort Lauderdale
Casey Smith,Fort Lauderdale,Gainesville
Jamie Taylor,Gainesville,Fort Lauderdale
Drew Johnson,Gainesville,Tallahassee
Jordan Allen,Tampa,Fort Lauderdale
Riley Hall,Tallahassee,Miami
Riley King,Gainesville,Tallahassee
Jordan Smith,Fort Lauderdale,Miami
Morgan Brown,Tallahassee,Miami
Morgan Smith,Miami,Tampa
Drew King,Tampa,Orlando
Jordan Wright,Fort Lauderdale,Jacksonville
Riley King,Tampa,Gainesville
Alex Brown,Tampa,Tallahassee
Jamie King,Tampa,Orlando
Morgan Walker,Tallahassee,Tampa
Jamie Wright,Orlando,Gainesville
Alex Wright,Orlando,Fort Lauderdale
Morgan Allen,Tallahassee,Jacksonville
Chris Hall,Miami,Gainesville
Morgan Johnson,Miami,Tallahassee
Chris Hall,Jacksonville,Tampa
Morgan Hall,Jacksonville,Gainesville
Chris King,Tampa,Miami
Riley Taylor,Jacksonville,Tampa
Jordan Johnson,Miami,Tampa
Alex Smith,Gainesville,Jacksonville
Sam Johnson,Fort Lauderdale,Tallahassee
Jordan Taylor,Jacksonville,Fort Lauderdale
Morgan King,Miami,Gainesville
Jamie Lee,Orlando,Tallahassee
Sam Walker,Tampa,Fort Lauderdale
Sam Brown,Orlando,Tampa
Taylor King,Miami,Tampa
Jordan Walker,Jacksonville,Orlando
Taylor Wright,Jacksonville,Orlando
Drew Walker,Tallahassee,Fort Lauderdale
Morgan Allen,Fort Lauderdale,Orlando
Chris Walker,Miami,Tallahassee
Riley Brown,Orlando,Gainesville
Morgan Johnson,Gainesville,Miami
Alex Smith,Gainesville,Fort Lauderdale
Taylor Taylor,Gainesville,Fort Lauderdale
Riley King,Tallahassee,Tampa
Morgan Allen,Tallahassee,Fort Lauderdale
Chris Wright,Orlando,Tampa
Riley Brown,Orlando,Miami
Casey Lee,Gainesville,Orlando
Taylor Allen,Gainesville,Tampa
Sam Johnson,Tampa,Fort Lauderdale
Riley Taylor,Tallahassee,Jacksonville
Alex Walker,Jacksonville,Gainesville
Drew Allen,Fort Lauderdale,Tallahassee
Chris King,Jacksonville,Miami
Taylor Allen,Orlando,Miami
Sam Brown,Tallahassee,Gainesville
Casey Allen,Miami,Tallahassee
Morgan Smith,Jacksonville,Miami
Jordan Allen,Gainesville,Tampa
Jordan Hall,Tallahassee,Gainesville
Sam Walker,Fort Lauderdale,Jacksonville
Riley Lee,Jacksonville,Tallahassee
Drew Taylor,Gainesville,Orlando
Casey Lee,Gainesville,Miami
Jordan Allen,Tampa,Gainesville
Riley Lee,Fort Lauderdale,Tallahassee
Jordan Brown,Jacksonville,Tallahassee
Taylor Walker,Tampa,Jacksonville
Alex King,Tallahassee,Gainesville
Jamie Lee,Tampa,Gainesville
Chris King,Gainesville,Tallahassee
Morgan Smith,Tallahassee,Tampa
Jordan Smith,Tampa,Miami
Jamie Smith,Tampa,Gainesville
Sam Johnson,Gainesville,Miami
Sam Brown,Fort Lauderdale,Orlando
